Host: 77.92.75.4   Database: theredfr_db    Generation Time: 2017-09-26 12:51:10 +0000

Table exp_accessories

accessory_id,"class","member_groups","controllers","accessory_version"
1,"Expressionengine_info_acc","5","addons|addons_accessories|addons_extensions|addons_fieldtypes|addons_modules|addons_plugins|admin_content|admin_system|content|content_edit|content_files|content_files_modal|content_publish|design|homepage|members|myaccount|tools|tools_communicate|tools_data|tools_logs|tools_utilities","1.0"
2,"Structure_acc","1|5|6","addons|addons_accessories|addons_extensions|addons_fieldtypes|addons_modules|addons_plugins|admin_content|admin_system|content|content_edit|content_files|content_files_modal|content_publish|design|homepage|members|myaccount|tools|tools_communicate|tools_data|tools_logs|tools_utilities","3.0.3"
3,"Cp_analytics_acc","1|5|6","addons|addons_accessories|addons_extensions|addons_fieldtypes|addons_modules|addons_plugins|admin_content|admin_system|content|content_edit|content_files|content_files_modal|content_publish|design|homepage|members|myaccount|tools|tools_communicate|tools_data|tools_logs|tools_utilities","1.2"
7,"Theeditor_acc","1|5|6","tools_logs|members|homepage|tools|addons_plugins|content_edit|addons_modules|myaccount|addons_fieldtypes|content|content_files|tools_data|admin_content|design|content_files_modal|admin_system|tools_utilities|addons_accessories|addons|addons_extensions|tools_communicate|content_publish","1.0"
8,"Theeditorcodemirror_acc","1|5|6","tools_logs|members|homepage|tools|addons_plugins|content_edit|addons_modules|myaccount|addons_fieldtypes|content|content_files|tools_data|admin_content|design|content_files_modal|admin_system|tools_utilities|addons_accessories|addons|addons_extensions|tools_communicate|content_publish","1.6"
9,"Template_variables_acc","1","addons|addons_accessories|addons_extensions|addons_fieldtypes|addons_modules|addons_plugins|admin_content|admin_system|content|content_edit|content_files|content_files_modal|content_publish|design|homepage|members|myaccount|tools|tools_communicate|tools_data|tools_logs|tools_utilities","1.2"


Table exp_actions

action_id,"class","method"
1,"Comment","insert_new_comment"
2,"Comment_mcp","delete_comment_notification"
3,"Comment","comment_subscribe"
4,"Comment","edit_comment"
5,"Email","send_email"
6,"Mailinglist","insert_new_email"
7,"Mailinglist","authorize_email"
8,"Mailinglist","unsubscribe"
9,"Safecracker","submit_entry"
10,"Safecracker","combo_loader"
11,"Search","do_search"
12,"Channel","insert_new_entry"
13,"Channel","filemanager_endpoint"
14,"Channel","smiley_pop"
15,"Member","registration_form"
16,"Member","register_member"
17,"Member","activate_member"
18,"Member","member_login"
19,"Member","member_logout"
20,"Member","retrieve_password"
21,"Member","reset_password"
22,"Member","send_member_email"
23,"Member","update_un_pw"
24,"Member","member_search"
25,"Member","member_delete"
52,"Zoo_flexible_admin","ajax_remove_tree"
51,"Zoo_flexible_admin","ajax_save_tree"
34,"Playa_mcp","filter_entries"
35,"Structure","ajax_move_set_data"
54,"Gmap_ft","curl"
41,"Freeform","save_form"
40,"Rte","get_js"
50,"Zoo_flexible_admin","ajax_load_settings"
49,"Zoo_flexible_admin","ajax_load_tree"
48,"Zoo_flexible_admin","ajax_preview"
53,"Zoo_flexible_admin","ajax_copy_tree"
55,"Gmap_mcp","import_csv_action"
56,"Gmap_mcp","import_csv_save_settings_action"
57,"Gmap_mcp","import_data_action"
58,"Gmap_mcp","import_item_action"
59,"Gmap_mcp","import_start_action"
60,"Gmap_mcp","change_statuses"
61,"Gmap_mcp","clear_pool"
62,"Gmap_mcp","import_csv_ft_action"
63,"Gmap_mcp","import_check_existing_action"
64,"Gmap_mcp","import_log_action"


Table exp_automin_preferences

site_id,"automin_enabled","caching_enabled","compress_html","cache_path","cache_url"
1,"y","n","n","/var/www/vhosts/xxx.co.uk/subdomains/sandbox/httpdocs/cache/","/cache/"


Table exp_captcha

captcha_id,date,"ip_address","word"


Table exp_categories

cat_id,site_id,group_id,parent_id,"cat_name","cat_url_title","cat_description","cat_image",cat_order
3,1,1,0,"Primary item","primary-item","Main item list item, before the \"More\" button.","0",1
2,1,1,0,"Hidden item","hidden-item","'Hidden' item, revealed by the 'More' callout","0",2
4,1,2,0,"Responsibility","responsibility","","0",1
5,1,2,0,"Resource","resource","","0",2


Table exp_category_field_data

cat_id,site_id,group_id
3,1,1
2,1,1
4,1,2
5,1,2


Table exp_category_fields

field_id,site_id,group_id,"field_name","field_label","field_type","field_list_items",field_maxl,field_ta_rows,"field_default_fmt","field_show_fmt","field_text_direction","field_required",field_order


Table exp_category_groups

group_id,site_id,"group_name","sort_order",exclude_group,"field_html_formatting","can_edit_categories","can_delete_categories"
1,1,"Importance","c",2,"all","",""
2,1,"Responsibility/Resource","c",0,"all","",""


Table exp_category_posts

entry_id,cat_id
68,3
71,3
72,2
74,2
76,3
86,3
87,3
88,3
89,2
90,2
91,2
92,2
93,2
97,2
98,2
99,3
100,3
101,3
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,2
147,4
148,4
150,5
151,5
152,5
153,5
154,5
161,5
162,5
164,3
185,3
197,3
206,2
207,3
210,3
211,3
213,3


Table exp_channel_data

entry_id,site_id,channel_id,"field_id_4","field_ft_4","field_id_6","field_ft_6","field_id_8","field_ft_8","field_id_9","field_ft_9","field_id_10","field_ft_10","field_id_12","field_ft_12","field_id_14","field_ft_14","field_id_15","field_ft_15","field_id_16","field_ft_16","field_id_33","field_ft_33","field_id_34","field_ft_34","field_id_35","field_ft_35","field_id_36","field_ft_36","field_id_41","field_ft_41","field_id_43","field_ft_43","field_id_45","field_ft_45","field_id_50","field_ft_50","field_id_51","field_ft_51","field_id_76","field_ft_76","field_id_77","field_ft_77","field_id_78","field_ft_78","field_id_79","field_ft_79","field_id_80","field_ft_80","field_id_81","field_ft_81","field_id_83","field_ft_83","field_id_84","field_ft_84","field_id_85","field_ft_85","field_id_87","field_ft_87","field_id_88","field_ft_88","field_id_89","field_ft_89","field_id_90","field_ft_90","field_id_91","field_ft_91","field_id_94","field_ft_94","field_id_95","field_ft_95","field_id_96","field_ft_96","field_id_97","field_ft_97","field_id_98","field_ft_98","field_id_99","field_ft_99","field_id_101","field_ft_101","field_id_102","field_ft_102","field_id_103","field_ft_103","field_id_104","field_ft_104","field_id_105","field_ft_105","field_id_106","field_ft_106","field_id_107","field_ft_107","field_id_108","field_ft_108","field_id_110","field_ft_110","field_id_112","field_ft_112","field_id_113","field_ft_113","field_id_114","field_ft_114","field_id_116","field_ft_116","field_id_117","field_ft_117","field_id_118","field_ft_118","field_id_119","field_ft_119","field_id_120","field_ft_120","field_id_121","field_ft_121","field_id_122","field_ft_122","field_id_123","field_ft_123","field_id_124","field_ft_124","field_id_125","field_ft_125","field_id_126","field_ft_126","field_id_127","field_ft_127","field_id_128","field_ft_128","field_id_129","field_ft_129","field_id_130","field_ft_130","field_id_131","field_ft_131","field_id_132","field_ft_132","field_id_133","field_ft_133","field_id_134","field_ft_134","field_id_135","field_ft_135","field_id_136","field_ft_136"
1,1,2,"RFD [Red Frog Design Ltd] are specialists in interior architecture & interior design services for our clients throughout Yorkshire. We have the capability to offer design consultancy, or to provide a full, turn key fit-out or refurbishment solution for your project. Our design team can advise on all aspects of interior design and build from a simple office to a new corporate look for a substantial brand.","none","","none","","xhtml","","none","","none","","xhtml","","none","","none","Interior architecture and interior design","none","","none","","none","","none","","xhtml","","none","","none","","none","<p>
	Our interior design consultants can provide a number of services&nbsp; for our clients in Hull, Leeds and York including interior architecture, the preparation of tender packs and cost analysis. In addition our team can provide a building assessment and project management service.</p>
<p>
	During the planning and implementation of your&nbsp; office refurbishment our team work within building control regulations to ensure the project runs smoothly. We would also take into consideration sustainability issues to design an eco friendly, green office using energy saving lighting, office flooring made from sustainable sources and modern office furniture manufactured by UK companies.</p>
<p>
	Our experience of&nbsp; commercial office design has also enabled us to establish relationships with a number of trusted suppliers of office lighting, modern flooring, glass partitions and office furniture solutions.</p>
<p>
	As a result we are able to supply our clients in Hull, Leeds and York with a full range of modern commercial light fixtures, modern flooring solutions and contemporary office furniture.</p>","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","none","","xhtml","","xhtml","","xhtml","","none","","xhtml","","xhtml","","none","","none","","xhtml"
127,1,2,"New brochure coming later in 2016","none","","none","",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"","none","Coming soon","none","",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"","none","",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"","none","",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"","xhtml","","none","","none","","xhtml"
